"","Operating.System","Connection.State","Ingress.Router","Assembled.Payload.Size","DYNRiskA.Score","Response.Size","Source.Ping.Time","Connection.Rate","Server.Response.Packet.Time","Packet.Size","Packet.TTL","Source.IP.Concurrent.Connection","Class"
"411236","Windows","ESTABLISHED","syd-tls-04",57352,0.725867813,352368,301,917.5678621,80,1321,64,26,"NonMal"
"31732","Android","ESTABLISHED","mel-aus-01",60953,0.670432161,467402,243,454.9119615,204,1349,54,26,"NonMal"
"158189","Windows","ESTABLISHED","mel-aus-01",66652,0.686059081,575831,258,520.600455,157,1367,69,23,"NonMal"
"274819","Windows","ESTABLISHED","mel-aus-01",61518,0.685447126,506529,247,492.3485323,154,1385,73,25,"NonMal"
"27494","Android","ESTABLISHED","syd-tls-04",70737,0.298018969,384378,223,973.453113,131,1306,67,15,"NonMal"
"247751","Android","ESTABLISHED","mel-aus-01",65670,0.404180774,611818,212,614.3930316,172,1319,61,19,"NonMal"
"171790","Android","ESTABLISHED","mel-aus-01",62849,0.418386552,498486,225,408.0644793,137,1350,69,15,"NonMal"
"201273","Windows","ESTABLISHED","mel-aus-01",67425,0.383904713,593773,280,625.4407403,105,1334,68,14,"NonMal"
"143454","Android","ESTABLISHED","mel-aus-01",62409,0.474910635,565021,221,278.330949,177,1310,64,18,"NonMal"
"145435","Android","ESTABLISHED","mel-aus-01",72814,0.492608644,441815,210,413.0020442,159,1382,69,20,"NonMal"
"382523","Windows","Others","mel-aus-01",64017,0.54982989,643237,203,574.2446758,220,1307,62,30,"NonMal"
"295409","Windows","ESTABLISHED","syd-tls-04",54406,0.709094596,436584,273,585.6335225,173,1347,70,27,"NonMal"
"361517","Windows","ESTABLISHED","syd-tls-04",68403,0.453679575,793966,279,299.6834534,159,1336,67,19,"NonMal"
"214807","Android","ESTABLISHED","mel-aus-01",67476,0.591660116,520268,335,774.0231341,174,1310,52,30,"NonMal"
"275829","Windows","ESTABLISHED","mel-aus-01",62030,0.40912523,454309,322,345.343457,200,1319,59,19,"NonMal"
"269046","Android","ESTABLISHED","mel-aus-01",69465,0.608082717,551546,253,563.5437677,204,1435,75,26,"NonMal"
"366412","Windows","ESTABLISHED","syd-tls-04",65072,0.668457817,352296,293,307.6639375,207,1356,69,22,"NonMal"
"254846","Android","ESTABLISHED","mel-aus-01",63917,0.391609691,483482,172,548.7639472,183,1366,54,19,"NonMal"
"434816","Windows","ESTABLISHED","syd-tls-04",58572,0.458766063,586307,397,668.1081645,142,1317,71,13,"NonMal"
"354008","Windows","ESTABLISHED","syd-tls-04",74745,0.359365515,243556,235,549.4204734,142,1377,60,19,"NonMal"
"344392","Windows","ESTABLISHED","mel-aus-01",63716,0.493943911,591282,219,223.5068968,171,1365,55,18,"NonMal"
"450495","Windows","ESTABLISHED","mel-aus-01",58074,0.558331681,465265,204,257.3682287,185,1364,77,17,"NonMal"
"310356","Windows","ESTABLISHED","syd-tls-04",67364,0.690013867,663613,262,642.9092557,151,1349,53,24,"NonMal"
"287263","Others","ESTABLISHED","mel-aus-01",55334,0.687664708,396826,252,661.4568697,196,1330,58,27,"NonMal"
"456040","Windows","ESTABLISHED","mel-aus-01",45112,0.795172707,650987,307,606.9989785,164,1328,66,28,"NonMal"
"124029","Android","ESTABLISHED","syd-tls-04",67233,0.350514516,453932,301,731.7549463,111,1333,65,14,"NonMal"
"420913","Android","ESTABLISHED","mel-aus-01",73737,0.450399964,411427,302,441.0702156,144,1351,78,20,"NonMal"
"384708","Android","ESTABLISHED","mel-aus-01",76252,0.597450365,647080,283,776.0189951,103,1349,60,21,"NonMal"
"126292","Others","ESTABLISHED","syd-tls-04",65166,0.712605368,561100,328,813.5837683,117,1351,56,24,"NonMal"
"325776","Android","ESTABLISHED","mel-aus-01",69668,0.634180791,486208,195,603.70367,174,1372,58,25,"NonMal"
"260069","Windows","ESTABLISHED","mel-aus-01",69333,0.337527337,513487,315,628.4232633,184,1360,68,21,"NonMal"
"23883","Android","ESTABLISHED","syd-tls-04",62418,0.460885029,550392,176,431.830198,202,1295,63,20,"NonMal"
"388765","Android","ESTABLISHED","mel-aus-01",51381,0.594338945,530473,242,225.7819024,192,1283,56,16,"NonMal"
"94930","Android","ESTABLISHED","mel-aus-01",57960,0.708787355,493822,362,741.2838294,108,1301,77,25,"NonMal"
"375569","Windows","ESTABLISHED","mel-aus-01",58507,0.523087488,543015,300,362.7828156,119,1376,48,12,"NonMal"
"379412","Android","ESTABLISHED","mel-aus-01",55261,0.737119618,419317,264,749.5502225,129,1377,81,26,"NonMal"
"465883","Windows","ESTABLISHED","mel-aus-01",62967,0.403478536,478919,303,383.2988851,230,1347,59,22,"NonMal"
"440758","Android","ESTABLISHED","mel-aus-01",66939,0.734793559,553360,235,286.9544831,180,1365,69,20,"NonMal"
"66673","Others","Others","syd-tls-04",65483,0.586914885,562774,242,1044.466767,177,1322,80,30,"NonMal"
"486906","Android","ESTABLISHED","syd-tls-04",65714,0.705745338,531679,282,484.543748,155,1313,67,23,"NonMal"
"63955","Windows","ESTABLISHED","mel-aus-01",69591,0.564325757,422570,181,606.5373034,163,1382,55,28,"NonMal"
"85167","Windows","ESTABLISHED","mel-aus-01",63766,0.644650596,357388,242,572.1808214,166,1331,60,28,"NonMal"
"115887","Windows","ESTABLISHED","mel-aus-01",63146,0.715626776,489007,230,832.9374065,50,1382,63,21,"NonMal"
"422423","Windows","ESTABLISHED","mel-aus-01",63046,0.672407683,440820,264,537.9980319,164,1273,68,25,"NonMal"
"393503","Android","ESTABLISHED","mel-aus-01",57232,0.70087464,472061,258,499.3436235,181,1342,71,27,"NonMal"
"16303","Windows","ESTABLISHED","syd-tls-04",66496,0.381885078,544135,269,553.9389804,141,1340,74,17,"NonMal"
"469811","Windows","Others","syd-tls-04",75841,0.733589631,380829,248,244.1695917,137,1349,60,16,"NonMal"
"337561","Android","ESTABLISHED","mel-aus-01",53264,0.619861953,572332,322,63.08977504,222,1390,70,20,"NonMal"
"37131","Android","ESTABLISHED","syd-tls-04",78406,0.519070553,646429,321,370.5997823,168,1359,51,25,"NonMal"
"285035","Windows","ESTABLISHED","syd-tls-04",72708,0.45205609,444579,201,21.31224417,157,1391,64,20,"NonMal"
"81298","Windows","ESTABLISHED","mel-aus-01",66240,0.667256963,517383,274,336.3515513,199,1357,53,24,"NonMal"
"478467","Android","ESTABLISHED","mel-aus-01",72932,0.321725385,319867,269,781.7560429,109,1335,67,18,"NonMal"
"276943","Windows","ESTABLISHED","mel-aus-01",59907,0.32386164,610754,248,1017.106526,147,1380,71,13,"NonMal"
"130956","Windows","ESTABLISHED","mel-aus-01",57485,0.765336053,690322,210,541.5689834,137,1346,47,21,"NonMal"
"86427","Windows","ESTABLISHED","syd-tls-04",58157,0.465626008,368492,222,354.2938338,171,1379,47,15,"NonMal"
"99293","Android","ESTABLISHED","syd-tls-04",61654,0.658965134,560809,199,869.2003976,98,1354,65,27,"NonMal"
"194147","Windows","ESTABLISHED","mel-aus-01",62948,0.683585104,681501,295,452.2437872,205,1307,82,23,"NonMal"
"74744","Android","ESTABLISHED","syd-tls-04",67768,0.466128071,400157,233,481.3792201,187,1330,74,19,"NonMal"
"251830","Android","ESTABLISHED","syd-tls-04",71706,0.580563872,543022,205,739.8745904,147,1342,70,25,"NonMal"
"81683","Android","ESTABLISHED","syd-tls-04",72883,0.641363412,391538,211,769.9034109,123,1304,60,23,"NonMal"
"47909","Android","ESTABLISHED","syd-tls-04",63425,0.514243786,468772,246,50.84371969,153,1331,60,19,"NonMal"
"52311","Android","ESTABLISHED","syd-tls-04",64435,0.62298458,471554,301,941.5391535,127,1356,77,27,"NonMal"
"130804","Windows","ESTABLISHED","mel-aus-01",66022,0.473273792,546225,231,357.5864773,255,1324,77,25,"NonMal"
"66245","Android","ESTABLISHED","mel-aus-01",53827,0.765117275,540305,174,494.3797498,202,1333,49,26,"NonMal"
"279243","Windows","Others","syd-tls-04",51096,0.512904335,691028,328,283.6721892,103,1358,54,9,"NonMal"
"246069","Windows","ESTABLISHED","syd-tls-04",68937,0.696965214,535924,346,775.3756134,124,1330,73,22,"NonMal"
"381275","Windows","ESTABLISHED","mel-aus-01",53960,0.54318379,300712,236,142.9136093,176,1351,52,15,"NonMal"
"402039","Android","ESTABLISHED","mel-aus-01",48416,0.819045635,773871,268,911.75088,126,1334,61,27,"NonMal"
"266011","Android","ESTABLISHED","mel-aus-01",66493,0.650274103,585291,190,802.512141,142,1365,62,26,"NonMal"
"361710","Windows","ESTABLISHED","mel-aus-01",56065,0.632771017,417691,351,819.3565659,172,1318,61,31,"NonMal"
"347845","Others","ESTABLISHED","mel-aus-01",57274,0.406791441,411348,355,690.9859996,161,1316,62,13,"NonMal"
"24387","Windows","Others","syd-tls-04",68323,0.559131931,390066,244,982.5160699,106,1363,68,28,"NonMal"
"65816","Android","ESTABLISHED","mel-aus-01",78334,0.516749945,554893,293,456.4719317,164,1352,47,24,"NonMal"
"427535","Windows","ESTABLISHED","mel-aus-01",58445,0.412233691,470650,285,605.7418479,173,1345,71,15,"NonMal"
"127697","Others","ESTABLISHED","syd-tls-04",75781,0.569155544,554341,236,587.5006571,138,1316,57,24,"NonMal"
"292293","Windows","ESTABLISHED","mel-aus-01",62679,0.537777395,561135,300,159.973273,172,1306,65,19,"NonMal"
"318832","Android","ESTABLISHED","mel-aus-01",69885,0.489686284,538826,275,211.7006786,229,1337,59,27,"NonMal"
"61789","Android","ESTABLISHED","mel-aus-01",70495,0.646727173,596948,237,226.5507495,155,1336,84,20,"NonMal"
"174864","Others","ESTABLISHED","mel-aus-01",67147,0.472188027,550648,198,392.6488093,188,1340,77,21,"NonMal"
"233772","Windows","ESTABLISHED","mel-aus-01",61054,0.425495474,680296,215,425.0645024,112,1290,58,13,"NonMal"
"353166","Windows","ESTABLISHED","mel-aus-01",58462,0.427749331,571152,231,726.7945873,177,1325,71,15,"NonMal"
"353278","Windows","ESTABLISHED","syd-tls-04",63631,0.66423756,572082,252,252.6180965,193,1357,62,25,"NonMal"
"350405","Android","ESTABLISHED","syd-tls-04",64563,0.592777965,408891,362,25.26160979,157,1350,55,19,"NonMal"
"216944","Android","ESTABLISHED","mel-aus-01",81299,0.49699856,480861,242,465.074747,153,1323,59,25,"NonMal"
"444492","Android","ESTABLISHED","syd-tls-04",69273,0.34002219,361101,272,516.67504,158,1354,42,18,"NonMal"
"304412","Android","ESTABLISHED","syd-tls-04",63209,0.419261902,407282,240,451.9320879,171,1340,77,17,"NonMal"
"60568","Windows","Others","mel-aus-01",69883,0.550836487,446492,291,1253.539792,87,1332,64,30,"NonMal"
"21475","Windows","ESTABLISHED","mel-aus-01",64412,0.460828048,620585,376,260.5472995,201,1352,63,21,"NonMal"
"202842","Others","ESTABLISHED","syd-tls-04",62392,0.749104469,353316,199,553.7554544,157,1359,73,23,"NonMal"
"440716","Android","ESTABLISHED","mel-aus-01",63058,0.574056763,510635,249,236.2796144,192,1327,57,18,"NonMal"
"372706","Windows","ESTABLISHED","mel-aus-01",73666,0.401407337,109264,235,460.245615,171,1334,85,21,"NonMal"
"203610","Windows","ESTABLISHED","syd-tls-04",65070,0.37141963,468902,255,673.7080471,197,1331,56,19,"NonMal"
"333156","Android","ESTABLISHED","syd-tls-04",57312,0.746953705,383891,371,463.6202149,162,1322,52,24,"NonMal"
"367271","Windows","ESTABLISHED","syd-tls-04",60413,0.471305217,459512,273,401.106029,127,1356,63,15,"NonMal"
"94120","Others","ESTABLISHED","syd-tls-04",44539,0.786707061,417559,305,663.9062276,191,1364,58,29,"NonMal"
"160660","Android","ESTABLISHED","mel-aus-01",55916,0.312853826,598333,266,995.9889493,186,1343,61,15,"NonMal"
"425629","Windows","ESTABLISHED","mel-aus-01",64989,0.421477488,505873,312,579.9053561,155,1348,66,17,"NonMal"
"170303","Windows","ESTABLISHED","syd-tls-04",66095,0.664660147,505828,177,573.793637,153,1369,62,24,"NonMal"
"224530","Android","ESTABLISHED","mel-aus-01",62960,0.649582472,409057,305,698.5438665,163,1383,68,26,"NonMal"
"280437","Windows","ESTABLISHED","mel-aus-01",67263,0.39467136,447165,297,490.3355907,166,1329,73,20,"NonMal"
"344480","Android","ESTABLISHED","syd-tls-04",65166,0.48960662,603613,253,236.3712578,96,1316,66,14,"NonMal"
"77876","Windows","ESTABLISHED","mel-aus-01",79898,0.599573479,609826,293,470.2416002,165,1347,79,21,"NonMal"
"339574","Android","ESTABLISHED","mel-aus-01",73795,0.532168919,582201,337,62.64907334,165,1317,71,22,"NonMal"
"277899","Windows","ESTABLISHED","mel-aus-01",64437,0.476688176,355508,252,518.3666253,149,1345,62,16,"NonMal"
"164886","Android","ESTABLISHED","syd-tls-04",55259,0.703658856,353039,323,580.9157912,180,1344,53,27,"NonMal"
"405786","Android","ESTABLISHED","mel-aus-01",53237,0.449346477,414741,324,542.3691548,90,1332,56,10,"NonMal"
"7677","Android","ESTABLISHED","syd-tls-04",61010,0.727008017,475159,306,580.6874696,190,1383,52,25,"NonMal"
"23217","Windows","ESTABLISHED","mel-aus-01",73021,0.291754737,643325,326,902.6101514,147,1355,71,17,"NonMal"
"71883","Android","ESTABLISHED","mel-aus-01",53187,0.398553388,266538,236,914.3869245,204,1402,68,16,"NonMal"
"104879","Android","Others","syd-tls-04",53193,0.642733035,707547,242,796.9445347,206,1305,55,30,"NonMal"
"221934","Android","ESTABLISHED","mel-aus-01",59123,0.522489077,593804,293,132.6382663,207,1300,83,19,"NonMal"
"311041","Android","ESTABLISHED","syd-tls-04",81604,0.536705694,303279,260,771.9986265,139,1323,72,23,"NonMal"
"395864","Others","ESTABLISHED","syd-tls-04",53698,0.762171184,441047,292,613.8570512,140,1366,62,25,"NonMal"
"161350","Android","Others","mel-aus-01",69270,0.573988408,386105,262,823.0345902,210,1341,62,28,"NonMal"
"257734","Windows","ESTABLISHED","mel-aus-01",66355,0.504311004,448781,228,162.6777978,214,1375,58,22,"NonMal"
"758","Android","ESTABLISHED","mel-aus-01",56136,0.498938323,314403,204,181.3551162,150,1317,79,15,"NonMal"
"120967","Windows","ESTABLISHED","syd-tls-04",63017,0.650075059,338138,333,243.9237529,142,1331,69,18,"NonMal"
"60751","Android","ESTABLISHED","mel-aus-01",61135,0.530626952,550988,226,232.6533376,221,1381,71,22,"NonMal"
"66177","Others","ESTABLISHED","mel-aus-01",64010,0.374067621,583067,263,488.8311826,161,1364,65,17,"NonMal"
"262744","Android","ESTABLISHED","mel-aus-01",51235,0.716797864,556349,282,457.8638321,177,1368,63,28,"NonMal"
"193521","Android","Others","mel-aus-01",55886,0.690306721,576115,363,971.9758494,161,1356,57,29,"NonMal"
"288121","Windows","ESTABLISHED","mel-aus-01",69074,0.546111444,437188,209,118.3251411,222,1317,75,25,"NonMal"
"448969","Windows","ESTABLISHED","mel-aus-01",59968,0.710914856,759419,252,620.4195239,78,1377,52,24,"NonMal"
"116440","Windows","ESTABLISHED","mel-aus-01",58919,0.614933622,453222,177,233.4203439,150,1352,58,18,"NonMal"
"267595","Android","ESTABLISHED","mel-aus-01",64780,0.616606089,479622,203,395.7329025,221,1336,71,25,"NonMal"
"445489","Android","ESTABLISHED","syd-tls-04",66853,0.633869708,409447,209,550.5994989,188,1334,75,26,"NonMal"
"276186","Android","ESTABLISHED","syd-tls-04",68729,0.485823951,423615,252,293.2688495,164,1339,71,20,"NonMal"
"70478","Windows","ESTABLISHED","mel-aus-01",77198,0.238880412,522460,227,1019.131657,151,1406,56,19,"NonMal"
"257077","Android","ESTABLISHED","mel-aus-01",62248,0.669938312,567231,296,482.917515,140,1341,73,24,"NonMal"
"56943","Android","ESTABLISHED","syd-tls-04",58047,0.685628342,501693,345,607.6003936,196,1366,62,27,"NonMal"
"154976","Android","ESTABLISHED","mel-aus-01",67795,0.691324351,451852,230,520.98435,129,1340,58,22,"NonMal"
"102603","Android","ESTABLISHED","syd-tls-04",60318,0.608148207,384989,253,112.3379418,155,1331,58,18,"NonMal"
"487283","Windows","ESTABLISHED","syd-tls-04",61687,0.620942818,667400,293,479.1351319,184,1359,53,27,"NonMal"
"198943","Others","ESTABLISHED","mel-aus-01",65199,0.481511752,585468,204,294.7906124,172,1327,60,19,"NonMal"
"21278","Android","ESTABLISHED","mel-aus-01",66778,0.404738244,414236,260,517.4112163,192,1332,65,21,"NonMal"
"414724","Android","ESTABLISHED","syd-tls-04",70032,0.402627311,534416,245,627.985145,170,1361,63,20,"NonMal"
"392996","Android","ESTABLISHED","mel-aus-01",60129,0.401616548,580504,263,823.1588197,147,1371,60,12,"NonMal"
"390015","Windows","ESTABLISHED","mel-aus-01",65839,0.628260106,522045,175,253.6512427,193,1317,52,24,"NonMal"
"429413","Android","ESTABLISHED","mel-aus-01",69108,0.599939973,589553,302,833.9546509,111,1412,56,27,"NonMal"
"64026","Windows","Others","syd-tls-04",53240,0.46459609,353785,228,208.6575429,149,1351,70,14,"NonMal"
"160441","Windows","ESTABLISHED","syd-tls-04",71392,0.303732136,666999,322,941.6019154,228,1342,67,24,"NonMal"
"162907","Android","ESTABLISHED","mel-aus-01",66700,0.608736269,669430,294,896.803709,103,1339,71,27,"NonMal"
"486660","Android","ESTABLISHED","syd-tls-04",58495,0.429928166,519436,276,391.152599,170,1340,77,17,"NonMal"
"317981","Android","ESTABLISHED","mel-aus-01",54242,0.646705242,762052,261,74.23842795,216,1328,66,19,"NonMal"
"309083","Android","ESTABLISHED","mel-aus-01",61896,0.287154838,489197,222,1063.131788,159,1335,69,15,"NonMal"
"345729","Windows","ESTABLISHED","mel-aus-01",73822,0.447791128,414320,231,338.7690055,169,1382,81,22,"NonMal"
"69357","Windows","ESTABLISHED","mel-aus-01",54969,0.55228029,422457,210,208.8680347,152,1325,47,14,"NonMal"
"89123","Windows","ESTABLISHED","mel-aus-01",71301,0.63374616,485611,403,559.9374564,190,1367,67,25,"NonMal"
"24708","Windows","ESTABLISHED","mel-aus-01",64142,0.539707077,589884,287,47.5521742,208,1349,80,22,"NonMal"
"303475","Android","ESTABLISHED","syd-tls-04",66136,0.670618429,628945,254,724.8991152,136,1299,63,25,"NonMal"
"199735","Windows","ESTABLISHED","mel-aus-01",54298,0.646308892,541845,323,661.4504963,204,1373,63,30,"NonMal"
"144817","Android","ESTABLISHED","syd-tls-04",52937,0.613878499,600848,221,521.9178006,214,1325,60,31,"NonMal"
"450820","Windows","ESTABLISHED","mel-aus-01",46591,0.431464846,337016,328,920.6890486,165,1314,54,10,"NonMal"
"164072","Windows","Others","syd-tls-04",64892,0.620843237,371549,309,763.946732,224,1330,69,28,"NonMal"
"271218","Android","ESTABLISHED","mel-aus-01",71513,0.559248125,447373,190,721.9341343,169,1314,62,27,"NonMal"
"275561","Android","ESTABLISHED","syd-tls-04",68768,0.648916416,676401,309,676.5094659,181,1321,50,24,"NonMal"
"337521","Android","ESTABLISHED","syd-tls-04",53318,0.451736054,534558,193,488.8891257,170,1369,61,16,"NonMal"
"80566","Android","ESTABLISHED","mel-aus-01",61582,0.697584021,455537,282,601.8463186,156,1371,63,24,"NonMal"
"198961","Windows","ESTABLISHED","mel-aus-01",60692,0.39310939,406529,261,556.0221598,128,1313,72,14,"NonMal"
"428446","Android","ESTABLISHED","syd-tls-04",58319,0.764765852,439399,191,350.7570095,192,1355,60,22,"NonMal"
"263841","Android","ESTABLISHED","mel-aus-01",64625,0.619961753,558824,253,725.3951528,160,1319,71,26,"NonMal"
"299335","Android","ESTABLISHED","mel-aus-01",71406,0.534275913,439523,332,67.76503488,191,1338,58,20,"NonMal"
"290193","Windows","ESTABLISHED","syd-tls-04",55443,0.402953773,501789,325,646.1561457,98,1389,58,8,"NonMal"
"206737","Windows","ESTABLISHED","mel-aus-01",70356,0.331072256,531586,235,704.1962703,199,1327,63,20,"NonMal"
"339895","Android","ESTABLISHED","mel-aus-01",57188,0.666488445,536214,247,750.0951876,185,1355,51,28,"NonMal"
"267889","Android","ESTABLISHED","mel-aus-01",67514,0.59828832,450757,185,387.9449598,216,1379,78,26,"NonMal"
"25812","Android","Others","syd-tls-04",48460,0.405946255,452515,218,423.3189382,118,1361,73,10,"NonMal"
"413790","Android","ESTABLISHED","syd-tls-04",65398,0.597579955,533447,356,673.0707272,144,1366,64,27,"NonMal"
"195196","Windows","ESTABLISHED","mel-aus-01",54018,0.683023405,742455,218,776.787273,164,1399,68,30,"NonMal"
"9571","Android","ESTABLISHED","syd-tls-04",58367,0.735606059,511043,242,477.6429378,176,1350,82,24,"NonMal"
"185617","Windows","ESTABLISHED","syd-tls-04",64947,0.479266808,349218,189,441.4496333,169,1377,57,18,"NonMal"
"92672","Android","ESTABLISHED","mel-aus-01",62192,0.493317948,570641,281,128.5217037,170,1372,62,18,"NonMal"
"452290","Windows","Others","mel-aus-01",44712,0.761775051,469114,274,1115.723075,163,1393,76,32,"NonMal"
"434890","Windows","ESTABLISHED","syd-tls-04",57815,0.455319188,503916,203,636.8083854,95,1323,84,9,"NonMal"
"458808","Windows","ESTABLISHED","syd-tls-04",74030,0.49741081,424038,298,147.0544615,212,1358,73,26,"NonMal"
"7482","Windows","ESTABLISHED","mel-aus-01",74624,0.65502318,559881,324,392.179408,162,1301,57,21,"NonMal"
"124344","Android","ESTABLISHED","syd-tls-04",67509,0.596421403,482809,261,329.1066102,256,1351,82,29,"NonMal"
"433516","Others","ESTABLISHED","mel-aus-01",68323,0.645413617,408179,283,795.9310723,129,1350,68,24,"NonMal"
"335811","Windows","Others","mel-aus-01",50035,0.756881253,270316,225,23.92175065,229,1323,65,27,"NonMal"
"386333","Others","ESTABLISHED","syd-tls-04",58825,0.700899845,417485,337,861.5272377,169,1350,49,27,"NonMal"
"329932","Others","ESTABLISHED","syd-tls-04",62480,0.499806539,602310,275,443.7366866,140,1334,51,14,"NonMal"
"3086","Windows","ESTABLISHED","mel-aus-01",55848,0.527526824,620986,266,280.660792,136,1359,76,15,"NonMal"
"245580","Android","ESTABLISHED","mel-aus-01",62745,0.649621445,515081,324,499.2201209,171,1309,76,26,"NonMal"
"350202","Android","ESTABLISHED","mel-aus-01",73626,0.397874454,389828,254,587.6345256,178,1331,74,20,"NonMal"
"269658","Windows","ESTABLISHED","mel-aus-01",56833,0.406836897,622219,250,410.8531667,169,1363,77,17,"NonMal"
"368674","Android","ESTABLISHED","mel-aus-01",69129,0.607838326,403508,250,677.4274493,136,1366,55,27,"NonMal"
"271980","Windows","ESTABLISHED","syd-tls-04",63408,0.663231833,463029,315,349.4031761,188,1369,81,23,"NonMal"
"457765","Android","ESTABLISHED","mel-aus-01",68177,0.425079365,334037,302,358.6595792,163,1361,69,19,"NonMal"
"135370","Others","ESTABLISHED","mel-aus-01",61622,0.350531993,249946,261,737.4256562,194,1392,60,18,"NonMal"
"13480","Windows","ESTABLISHED","syd-tls-04",68511,0.604848974,702375,295,711.4080266,145,1361,81,27,"NonMal"
"417921","Windows","ESTABLISHED","mel-aus-01",69727,0.376126112,469772,232,580.8974073,184,1369,75,19,"NonMal"
"282910","Windows","ESTABLISHED","mel-aus-01",55159,0.486479647,547775,202,447.6665313,216,1317,52,19,"NonMal"
"364801","Android","ESTABLISHED","mel-aus-01",49440,0.717318999,560425,174,629.0457709,190,1316,63,30,"NonMal"
"186998","Others","ESTABLISHED","mel-aus-01",52396,0.434883536,338775,201,736.5506403,142,1384,51,11,"NonMal"
"61284","Windows","ESTABLISHED","mel-aus-01",50889,0.632906625,307927,253,6.579889743,136,1432,47,14,"NonMal"
"332568","Windows","ESTABLISHED","mel-aus-01",69076,0.54175923,475204,325,91.1233123,217,1322,82,24,"NonMal"
"156266","Windows","ESTABLISHED","mel-aus-01",62185,0.648791256,348749,245,699.5309754,179,1319,64,29,"NonMal"
"258067","Android","Others","syd-tls-04",61236,0.646100248,470837,342,1000.954186,117,1334,73,27,"NonMal"
"140966","Windows","ESTABLISHED","mel-aus-01",63069,0.652609478,514911,297,365.8347091,173,1389,70,25,"NonMal"
"395265","Android","ESTABLISHED","syd-tls-04",67970,0.579714165,549827,267,133.1062435,195,1338,49,22,"NonMal"
"115370","Android","Others","syd-tls-04",64012,0.572429391,605941,288,792.6700591,163,1300,69,30,"NonMal"
"370488","Android","ESTABLISHED","syd-tls-04",58364,0.825067542,495280,318,741.9728176,141,1308,77,20,"NonMal"
"380225","Windows","ESTABLISHED","mel-aus-01",56312,0.707985656,443685,287,786.0161105,142,1348,54,25,"NonMal"
"126119","Windows","ESTABLISHED","mel-aus-01",70976,0.425285235,488540,300,424.1105574,170,1354,73,21,"NonMal"
"151544","Others","ESTABLISHED","syd-tls-04",50753,0.735434596,291112,171,556.1551132,188,1389,55,27,"NonMal"
"185695","Android","ESTABLISHED","mel-aus-01",55822,0.542376226,460601,341,330.9442863,167,1317,82,15,"NonMal"
"54830","Windows","ESTABLISHED","syd-tls-04",66208,0.576234972,472065,190,60.18724678,173,1323,66,20,"NonMal"
"461936","Android","ESTABLISHED","syd-tls-04",68914,0.361082366,429878,177,538.7392075,186,1382,59,21,"NonMal"
"394159","Windows","ESTABLISHED","mel-aus-01",64721,0.70650121,530182,298,546.9415752,210,1334,57,23,"NonMal"
"58180","Windows","Others","mel-aus-01",67307,0.571279735,541087,242,880.7641401,154,1373,65,28,"NonMal"
"284179","Windows","ESTABLISHED","syd-tls-04",59475,0.419329152,606865,290,487.2591338,193,1346,51,17,"NonMal"
"270537","Android","ESTABLISHED","mel-aus-01",65864,0.566258803,469751,238,216.4385153,142,1363,65,19,"NonMal"
"16627","Android","ESTABLISHED","syd-tls-04",59432,0.655114775,383528,229,488.5956579,188,1343,65,27,"NonMal"
"334964","Android","ESTABLISHED","mel-aus-01",68879,0.697245381,525525,285,462.8688217,135,1327,72,21,"NonMal"
"179091","Android","ESTABLISHED","syd-tls-04",53411,0.693980776,466817,334,613.5831139,176,1306,54,28,"NonMal"
"245776","Android","Others","syd-tls-04",71241,0.548844359,377472,254,850.1340892,191,1376,53,28,"NonMal"
"182736","Windows","ESTABLISHED","syd-tls-04",59346,0.432020887,539105,224,784.3945333,146,1371,79,14,"NonMal"
"352485","Android","ESTABLISHED","mel-aus-01",65965,0.41053008,517013,272,491.3957134,125,1352,65,14,"NonMal"
"172550","Windows","ESTABLISHED","mel-aus-01",71783,0.648690575,446818,347,512.3723792,154,1350,59,23,"NonMal"
"480427","Windows","ESTABLISHED","syd-tls-04",64870,0.492944698,692666,229,193.7611713,142,1341,63,17,"NonMal"
"359064","Windows","ESTABLISHED","syd-tls-04",74019,0.621208528,501532,276,890.4148678,109,1327,49,24,"NonMal"
"353047","Windows","Others","syd-tls-04",50403,0.466381993,572319,208,476.5662116,141,1352,60,11,"NonMal"
"366538","Android","ESTABLISHED","syd-tls-04",70531,0.593546036,454215,278,699.474779,150,1313,67,25,"NonMal"
"222259","Android","ESTABLISHED","mel-aus-01",60321,0.760191362,443982,258,420.6763268,152,1309,55,22,"NonMal"
"375217","Windows","ESTABLISHED","mel-aus-01",56599,0.691789206,461425,207,802.1264985,163,1355,61,26,"NonMal"
"192462","Windows","ESTABLISHED","mel-aus-01",49367,0.530052342,473036,362,395.9293797,159,1330,75,11,"NonMal"
"273611","Windows","ESTABLISHED","mel-aus-01",69267,0.561684186,533205,208,520.4059001,189,1378,53,27,"NonMal"
"331029","Windows","ESTABLISHED","mel-aus-01",62299,0.704176551,516970,333,558.8903162,167,1326,56,25,"NonMal"
"291372","Windows","ESTABLISHED","syd-tls-04",64026,0.654043391,380668,220,666.8316926,161,1372,70,26,"NonMal"
"88178","Others","ESTABLISHED","mel-aus-01",54090,0.448156558,784598,194,645.0979649,172,1310,65,15,"NonMal"
"112800","Windows","ESTABLISHED","mel-aus-01",63828,0.513201764,463838,198,109.5098164,182,1383,72,19,"NonMal"
"94316","Others","Others","mel-aus-01",51473,0.724639456,579216,286,871.7224062,217,1335,57,29,"NonMal"
